"ID","Date","Voucher No","Type","Account Name","Term","Term/Ac","Bilty","Transport","SaleMan","Net Amount","Cash Received"
"232","2/28/2024 12:00:00 AM","S-160","Invoice","Noman Homeopathic Store","Credit","","0","None","0","2962","0"
"233","2/28/2024 12:00:00 AM","S-161","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","370","500"
"234","2/28/2024 12:00:00 AM","S-162","Invoice","Counter","Credit","","0","Kashi Chachu Na Liya Ghar Ka Liya","Hamza","261","0"
"235","2/28/2024 12:00:00 AM","P-66","Purchase","Hassan Homeopathic Store","Credit","","0","None","Hamza","833",""
"236","2/28/2024 12:00:00 AM","S-163","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","2250","2250"
"237","2/28/2024 12:00:00 AM","S-164","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","900","1000"
"238","2/28/2024 12:00:00 AM","S-165","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","250","500"
"239","2/28/2024 12:00:00 AM","S-166","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","300","300"
"240","2/28/2024 12:00:00 AM","S-167","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","250","250"
"241","2/29/2024 12:00:00 AM","S-168","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","3370","3500"
"242","2/29/2024 12:00:00 AM","S-169","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","300","300"
"243","2/29/2024 12:00:00 AM","P-67","Purchase","German Homeopathic Store (Dr Saqib Khan)","Credit","","0","None","Hamza","4044",""
"244","2/29/2024 12:00:00 AM","S-170","Invoice","Counter","Credit","","0","None","Hamza","2567","0"
"245","2/29/2024 12:00:00 AM","S-171","Invoice","German Homeopathic Store (Dr Saqib Khan)","Credit","","0","None","Hamza","2587","0"
"246","2/29/2024 12:00:00 AM","S-172","Invoice","Chand Homoeopathic Store","Credit","","0","None","Hamza","446","0"
"247","2/29/2024 12:00:00 AM","S-173","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","250","250"
"248","2/29/2024 12:00:00 AM","S-174","Invoice","Rafay Homeopathic Store","Credit","","0","None","Hamza","128","0"
"249","2/29/2024 12:00:00 AM","S-175","Invoice","Rafay Homeopathic Store","Credit","","0","None","Hamza","113","0"
"250","2/29/2024 12:00:00 AM","S-176","Invoice","Ali Danish Homoeopathic Store","Credit","","0","None","Hamza","120","0"
"251","2/29/2024 12:00:00 AM","S-177","Invoice","Noman Homeopathic Store","Credit","","0","None.","Hamza","999","0"
"252","2/29/2024 12:00:00 AM","S-178","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","120","120"
"253","3/2/2024 12:00:00 AM","S-179","Invoice","L/Dr Sakina Aslam TMK ","Credit","","0","by hand Usama","Hamza","210","0"
"254","3/2/2024 12:00:00 AM","S-180","Invoice","L/Dr Sakina Aslam TMK ","Credit","","0","by hand Usama","Hamza","532","0"
"255","3/2/2024 12:00:00 AM","P-68","Purchase","BLOSSOM ","Credit","","6534","New Pak Azad Goods","Hamza","11642",""
"256","3/2/2024 12:00:00 AM","P-69","Purchase","Paul Brooks Homoeo Lab","Credit","","0","None","Hamza","7484",""
"257","3/2/2024 12:00:00 AM","S-181","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","4082","4100"
"258","3/2/2024 12:00:00 AM","S-182","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","564","500"
"259","3/2/2024 12:00:00 AM","S-183","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","980","1000"
"260","3/2/2024 12:00:00 AM","S-184","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","300","500"
"261","3/2/2024 12:00:00 AM","P-70","Purchase","German Homeopathic Store (Dr Saqib Khan)","Cash","Cash In Hand","0","None","Hamza","75",""
"262","3/2/2024 12:00:00 AM","S-185","Invoice","German Homeopathic Store (Dr Saqib Khan)","Cash","Cash In Hand","0","None","Ha.","75","75"
"263","3/2/2024 12:00:00 AM","S-186","Invoice","H/Dr Danish karmani ","Credit","","0","None","Hamza","6676","0"
"264","3/2/2024 12:00:00 AM","S-187","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","150","150"
"265","3/2/2024 12:00:00 AM","S-188","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","500","500"
"266","3/2/2024 12:00:00 AM","P-71","Purchase","Sufi Homeopathic Store","Credit","","0","None","Hamza","656",""
"267","3/2/2024 12:00:00 AM","S-189","Invoice","Muslim Homoeopathic Store LPR ","Credit","","0","None","Hamza","718","0"
"268","3/2/2024 12:00:00 AM","S-190","Invoice","German Homeopathic Store (Dr Saqib Khan)","Credit","","0","None","Hamza","94","0"
"269","3/2/2024 12:00:00 AM","P-72","Purchase","German Homeopathic Store (Dr Saqib Khan)","Credit","","0","None","Hamza","657",""
"270","3/2/2024 12:00:00 AM","P-73","Purchase","German Homeopathic Store (Dr Saqib Khan)","Credit","","0","None","Hamza","52",""
"271","3/2/2024 12:00:00 AM","S-191","Invoice","H/Dr Azger Mughal ","Credit","","0","B Y Hand","Hamza","2400","0"
"272","3/2/2024 12:00:00 AM","S-192","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","120","120"
"273","3/2/2024 12:00:00 AM","S-193","Invoice","Hassan Homeopathic Store","Credit","","0","None","Hamza","255","0"
"274","3/2/2024 12:00:00 AM","P-74","Purchase","Hassan Homeopathic Store","Credit","","0","None","Hamza","452",""
"275","3/2/2024 12:00:00 AM","S-194","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","1400","1400"
"276","3/3/2024 12:00:00 AM","S-195","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","1330","1330"
"277","3/3/2024 12:00:00 AM","S-196","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","500","500"
"278","3/3/2024 12:00:00 AM","S-197","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","190","190"
"279","3/3/2024 12:00:00 AM","S-198","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","250","250"
"280","3/3/2024 12:00:00 AM","S-199","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","218","220"
"281","3/3/2024 12:00:00 AM","P-75","Purchase","BM Pvt LTD","Credit","","149750","TCS","Hamza","19800",""
"282","3/3/2024 12:00:00 AM","S-200","Invoice","Noman Homeopathic Store","Credit"," ","","","Hamza","165","0"
"283","3/3/2024 12:00:00 AM","S-201","Invoice","Rafay Homeopathic Store","Credit","Cash In Hand","0","None","Hamza","846","0"
"284","3/3/2024 12:00:00 AM","S-202","Invoice","Muslim Homoeopathic Store LPR ","Credit","","0","None","Hamza","446","0"
"285","3/3/2024 12:00:00 AM","S-203","Invoice","Counter","Cash","Cash In Hand",".0","None","Hamza","846","850"
"286","3/3/2024 12:00:00 AM","S-204","Invoice","Ali Danish Homoeopathic Store","Credit","","0","None","Hamza","120","0"
"287","3/3/2024 12:00:00 AM","S-205","Invoice","Chand Homoeopathic Store","Credit","","0","None","Hamza","88","0"
"288","3/3/2024 12:00:00 AM","S-206","Invoice","Hassan Homeopathic Store","Credit","","0","None","Hamza","165","0"
"289","3/3/2024 12:00:00 AM","P-76","Purchase","Noman Homeopathic Store","Credit","","0","None","Hamza","165",""
"290","3/3/2024 12:00:00 AM","P-77","Purchase","Hassan Homeopathic Store","Credit","","0","None","Hamza","165",""
"291","3/3/2024 12:00:00 AM","S-207","Invoice","Counter","Credit","","0","None","Hamza","1476","0"
"292","3/3/2024 12:00:00 AM","S-208","Invoice","German Homeopathic Store (Dr Saqib Khan)","Credit","","0","None","Hamza","1461","0"
"293","3/3/2024 12:00:00 AM","S-209","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","150","200"
"294","3/3/2024 12:00:00 AM","P-78","Purchase","German Homeopathic Store (Dr Saqib Khan)","Credit","","0","None","Hamza","3866",""
"295","3/3/2024 12:00:00 AM","P-79","Purchase","Counter","Credit","","0","No3","Hamza","1476",""
"296","3/4/2024 12:00:00 AM","S-210","Invoice","Counter","Cash","Cash In Hand","","None","Hamza","119","120"
"297","3/4/2024 12:00:00 AM","S-211","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","550","550"
"298","3/4/2024 12:00:00 AM","S-212","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","300","300"
"299","3/4/2024 12:00:00 AM","P-80","Purchase","Eagle Homoeo & Harbal Pharma","Credit","","0","TCS","Hamza","1",""
"300","3/4/2024 12:00:00 AM","P-81","Purchase","BLOSSOM ","Credit","","5724","Aktar & Brothers","Hamza","8404",""
"301","3/4/2024 12:00:00 AM","S-213","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","400","500"
"302","3/4/2024 12:00:00 AM","S-214","Invoice","German Homeopathic Store (Dr Saqib Khan)","Credit","","0","None","Hamza","245","0"
"303","3/4/2024 12:00:00 AM","S-215","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","700","1000"
"304","3/4/2024 12:00:00 AM","S-216","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","250","300"
"305","3/4/2024 12:00:00 AM","S-217","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","300","500"
"306","3/4/2024 12:00:00 AM","S-218","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","380","500"
"307","3/4/2024 12:00:00 AM","S-219","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","280","330"
"308","3/4/2024 12:00:00 AM","S-220","Invoice","Counter","Credit","Cash In Hand","0","Kaliya","Hamza","80","0"
"309","3/4/2024 12:00:00 AM","S-221","Invoice","German Homeopathic Store (Dr Saqib Khan)","Credit","","0","None","Hamza","259","0"
"310","3/4/2024 12:00:00 AM","S-222","Invoice","Tawaqal Homoeopathic Store","Credit","","0","None","Hamza","416","0"
"311","3/4/2024 12:00:00 AM","S-223","Invoice","Rafay Homeopathic Store","Credit","","0","Nono","Hamza","255","0"
"312","3/4/2024 12:00:00 AM","S-224","Invoice","Dr Asif Homeopathic Clinic & Store","Credit","","0","None","Hamza","3171","0"
"313","3/4/2024 12:00:00 AM","P-82","Purchase","Counter","Credit","","0","None","Hamza","80",""
"314","3/4/2024 12:00:00 AM","S-225","Invoice","Noman Homeopathic Store","Credit","","0","Kaliya","Hamza","80","0"
"315","3/4/2024 12:00:00 AM","P-83","Purchase","B.H.P Laboratory (PVT) LTD ","Credit","","21-2-24","None","Hamza","7560",""
"316","3/4/2024 12:00:00 AM","S-226","Invoice","Dua Homoeopathic Store ","Credit","","0","HafizZ","Hamza","121","0"
"317","3/4/2024 12:00:00 AM","P-84","Purchase","German Homeopathic Store (Dr Saqib Khan)","Credit","","0","Faysal M ","Hamza","530",""
"318","3/4/2024 12:00:00 AM","S-227","Invoice","Sindh H/S Badin","Credit","","0","by hand Usama","Hamza","2054","0"
"319","3/4/2024 12:00:00 AM","S-228","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","1400","2000"
"320","3/5/2024 12:00:00 AM","S-229","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","7588","7590"
"321","3/5/2024 12:00:00 AM","P-85","Purchase","Counter","Cash","Cash In Hand","","","Hamza","750",""
"322","3/5/2024 12:00:00 AM","S-230","Invoice","Dr Asif Homeopathic Clinic & Store","Credit","","0","Nonn","Hamza","645","0"
"323","3/5/2024 12:00:00 AM","S-231","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","1300","1500"
"324","3/5/2024 12:00:00 AM","P-86","Purchase","NP BM (Pvt.) Limited","Credit","","11412","TCS","M.Waseem","86614",""
"325","3/5/2024 12:00:00 AM","S-232","Invoice","Chand Homoeopathic Store","Credit","","0","None","Hamza","190","0"
"326","3/5/2024 12:00:00 AM","S-233","Invoice","Noman Homeopathic Store","Credit","","0","None","Hamza","1446","0"
"327","3/5/2024 12:00:00 AM","S-234","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","400","500"
"328","3/5/2024 12:00:00 AM","S-235","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","2863","3000"
"329","3/5/2024 12:00:00 AM","S-236","Invoice","Counter","Cash","Cash In Hand","0","None","Ham3.","150","200"
"330","3/6/2024 12:00:00 AM","P-87","Purchase","Dr Asif Homeopathic Clinic & Store","Credit","","0","None","Hamza","5050",""
"331","3/6/2024 12:00:00 AM","S-237","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","300","500"
"332","3/6/2024 12:00:00 AM","S-238","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","380","500"
"333","3/6/2024 12:00:00 AM","S-239","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","908","1000"
"334","3/6/2024 12:00:00 AM","S-240","Invoice","Dr Asif Homeopathic Clinic & Store","Credit","","0","None","Hamza","1134","0"
"335","3/6/2024 12:00:00 AM","S-241","Invoice","Muslim Homoeopathic Store LPR ","Credit","","0","None","Hamza","792","0"
"336","3/6/2024 12:00:00 AM","S-242","Invoice","German Homeopathic Store (Dr Saqib Khan)","Credit","","0","None","Hamza","1297","0"
"337","3/6/2024 12:00:00 AM","S-243","Invoice","L/Dr.Sofia Qamar (kotri)","Credit","","0","None","Hamza","4810","0"
"338","3/6/2024 12:00:00 AM","S-244","Invoice","Faraz Ahmed SPO BM","Credit","","0","by Hand Fraz Bhai","Hamza","360","0"
"339","3/6/2024 12:00:00 AM","S-245","Invoice","German Homeopathic Store (Dr Saqib Khan)","Credit","","0","BabU Gadha","Hamza","1815","0"
"340","3/6/2024 12:00:00 AM","S-246","Invoice","Noman Homeopathic Store","Credit","","0","None","Hamza","3449","0"
"341","3/6/2024 12:00:00 AM","S-247","Invoice","Muslim Homoeopathic Store LPR ","Credit","","0","None","Hamza","593","0"
"342","3/6/2024 12:00:00 AM","P-88","Purchase","German Homeopathic Store (Dr Saqib Khan)","Credit","","0","None","Hamza","187",""
"343","3/6/2024 12:00:00 AM","S-248","Invoice","German Homeopathic Store (Dr Saqib Khan)","Credit","","0","None","Hamza","264","0"
"344","3/6/2024 12:00:00 AM","S-249","Invoice","Rafay Homeopathic Store","Credit","","0","None","Hamza","200","0"
"345","3/6/2024 12:00:00 AM","S-250","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","200","200"
"346","3/7/2024 12:00:00 AM","S-251","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","307","120"
"347","3/7/2024 12:00:00 AM","P-89","Purchase","Counter","Cash","Cash In Hand","0","None","Hamza","187",""
"348","3/7/2024 12:00:00 AM","S-252","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","150","150"
"349","3/7/2024 12:00:00 AM","S-253","Invoice","L/Dr Najma Bloch ","Credit","","0","None","Hamza","3511","0"
"350","3/7/2024 12:00:00 AM","S-254","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","1050","1050"
"351","3/7/2024 12:00:00 AM","S-255","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","250","250"
"352","3/7/2024 12:00:00 AM","S-256","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","748","800"
"353","3/7/2024 12:00:00 AM","S-257","Invoice","German Homeopathic Store (Dr Saqib Khan)","Credit","","0","None","Hamza","8893","0"
"354","3/7/2024 12:00:00 AM","S-258","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","150","150"
"355","3/7/2024 12:00:00 AM","S-259","Invoice","Bilal Homoeopathic Store","Credit","","0","None","Hamza","600","0"
"356","3/7/2024 12:00:00 AM","S-260","Invoice","Muslim Homoeopathic Store LPR ","Credit","","0","None","Hamza","1158","0"
"357","3/7/2024 12:00:00 AM","S-261","Invoice","Ali Danish Homoeopathic Store","Credit","","0","None","Hamza","720","0"
"358","3/7/2024 12:00:00 AM","S-262","Invoice","Sohail Homoeo & Harbal Store","Credit","","0","None","Hamza","130","0"
"359","3/7/2024 12:00:00 AM","S-263","Invoice","Dr Asif Homeopathic Clinic & Store","Credit","","0","None","Hamza","5994","0"
"360","3/7/2024 12:00:00 AM","P-90","Purchase","Muslim Homoeopathic Store LPR ","Credit","","0","None","Hamza","675",""
"361","3/7/2024 12:00:00 AM","P-91","Purchase","Muslim Homoeopathic Store LPR ","Credit","","0","None","Hamza","520",""
"362","3/7/2024 12:00:00 AM","S-264","Invoice","Muslim Homoeopathic Store LPR ","Credit","","0","None","Hamza","500","0"
"363","3/7/2024 12:00:00 AM","S-265","Invoice","Muslim Homoeopathic Store LPR ","Credit","","0","None","Hamza","382","0"
"364","3/7/2024 12:00:00 AM","S-266","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","500","500"
"365","3/9/2024 12:00:00 AM","S-267","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","170","200"
"366","3/9/2024 12:00:00 AM","S-268","Invoice","M.Ayobe Qurashi ","Credit","","0","None","Hamza","2250","0"
"367","3/9/2024 12:00:00 AM","S-269","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","300","500"
"368","3/9/2024 12:00:00 AM","S-270","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","150","150"
"369","3/9/2024 12:00:00 AM","S-271","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","1500","2000"
"370","3/9/2024 12:00:00 AM","S-272","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","1100","1500"
"371","3/9/2024 12:00:00 AM","S-273","Invoice","Noman Homeopathic Store","Credit","","0","None","Hamza","5211","0"
"372","3/9/2024 12:00:00 AM","P-92","Purchase","Dr Asif Homeopathic Clinic & Store","Credit","","0","None","Hamza","2500",""
"373","3/9/2024 12:00:00 AM","S-274","Invoice","German Homeopathic Store (Dr Saqib Khan)","Credit","","0","None","Hamza","545","0"
"374","3/9/2024 12:00:00 AM","S-275","Invoice","Rafay Homeopathic Store","Credit","","0","None","Hamza","234","0"
"375","3/9/2024 12:00:00 AM","S-276","Invoice","Muslim Homoeopathic Store LPR ","Credit","","0","None","Hamza","566","0"
"376","3/9/2024 12:00:00 AM","S-277","Invoice","Hassan Homeopathic Store","Credit","","0","None","Hamza","540","0"
"377","3/9/2024 12:00:00 AM","P-93","Purchase","Hassan Homeopathic Store","Credit","","0","None","Hamza","120",""
"378","3/9/2024 12:00:00 AM","P-94","Purchase","Noman Homeopathic Store","Credit","","0","Hamza","Hamza","87",""
"379","3/9/2024 12:00:00 AM","S-278","Invoice","Muslim Homoeopathic Store LPR ","Credit","","0","None","Hamza","600","0"
"380","3/9/2024 12:00:00 AM","S-279","Invoice","Rafay Homeopathic Store","Credit","","0","None","Hamza","128","0"
"381","3/9/2024 12:00:00 AM","P-95","Purchase","German Homeopathic Store (Dr Saqib Khan)","Credit","","0","None","Hamzar","2618",""
"382","3/9/2024 12:00:00 AM","P-96","Purchase","German Homeopathic Store (Dr Saqib Khan)","Credit","","0","None","Hamza","210",""
"383","3/10/2024 12:00:00 AM","P-97","Purchase","Dr Asif Homeopathic Clinic & Store","Credit","","0","None","Hamza","3640",""
"384","3/10/2024 12:00:00 AM","S-280","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","450","1000"
"385","3/10/2024 12:00:00 AM","S-281","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","2940","3000"
"386","3/10/2024 12:00:00 AM","S-282","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","2500","3000"
"387","3/10/2024 12:00:00 AM","S-283","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","400","500"
"388","3/10/2024 12:00:00 AM","P-98","Purchase","NazZ Homoeo & Harbal Pharmacy ","Credit","","0","None","Hamza","125260",""
"389","3/10/2024 12:00:00 AM","P-99","Purchase","B.H.P Laboratory (PVT) LTD ","Credit","","11717","TCS","Liaqat Ali","8003",""
"390","3/10/2024 12:00:00 AM","S-284","Invoice","Counter","Cash","Cash In Hand","0","None","Hamza","300","500"
"391","3/10/2024 12:00:00 AM","S-285","Invoice","Noman Homeopathic Store","Credit","","0","None","Hamza","5830","0"
"392","3/10/2024 12:00:00 AM","S-286","Invoice","German Homeopathic Store (Dr Saqib Khan)","Credit","","0","None","Hamza","778","0"
"393","3/10/2024 12:00:00 AM","P-100","Purchase","German Homeopathic Store (Dr Saqib Khan)","Credit","","0","None","Hamza","140",""
